ProductKey,Product Code,Product Name,Product Model Name,Product Category Name,Product Subcategory Name,Product Colour,Product Size,Product Line,Product Status,Product Description
337,BK-R50B-62,"Road-650 Black, 62",Road-650,Bikes,Road Bikes,Black,62,"R ",Outdate,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
338,BK-R50B-44,"Road-650 Black, 44",Road-650,Bikes,Road Bikes,Black,44,"R ",Outdate,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
339,BK-R50B-44,"Road-650 Black, 44",Road-650,Bikes,Road Bikes,Black,44,"R ",Outdate,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
340,BK-R50B-48,"Road-650 Black, 48",Road-650,Bikes,Road Bikes,Black,48,"R ",Outdate,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
341,BK-R50B-48,"Road-650 Black, 48",Road-650,Bikes,Road Bikes,Black,48,"R ",Outdate,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
342,BK-R50B-52,"Road-650 Black, 52",Road-650,Bikes,Road Bikes,Black,52,"R ",Outdate,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
343,BK-R50B-52,"Road-650 Black, 52",Road-650,Bikes,Road Bikes,Black,52,"R ",Outdate,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
344,BK-M82S-38,"Mountain-100 Silver, 38",Mountain-100,Bikes,Mountain Bikes,Silver,38,"M ",Outdate,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain."
345,BK-M82S-42,"Mountain-100 Silver, 42",Mountain-100,Bikes,Mountain Bikes,Silver,42,"M ",Outdate,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain."
346,BK-M82S-44,"Mountain-100 Silver, 44",Mountain-100,Bikes,Mountain Bikes,Silver,44,"M ",Outdate,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain."
347,BK-M82S-48,"Mountain-100 Silver, 48",Mountain-100,Bikes,Mountain Bikes,Silver,48,"M ",Outdate,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain."
348,BK-M82B-38,"Mountain-100 Black, 38",Mountain-100,Bikes,Mountain Bikes,Black,38,"M ",Outdate,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain."
349,BK-M82B-42,"Mountain-100 Black, 42",Mountain-100,Bikes,Mountain Bikes,Black,42,"M ",Outdate,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain."
350,BK-M82B-44,"Mountain-100 Black, 44",Mountain-100,Bikes,Mountain Bikes,Black,44,"M ",Outdate,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain."
351,BK-M82B-48,"Mountain-100 Black, 48",Mountain-100,Bikes,Mountain Bikes,Black,48,"M ",Outdate,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain."
352,BK-M68S-38,"Mountain-200 Silver, 38",Mountain-200,Bikes,Mountain Bikes,Silver,38,"M ",Outdate,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
353,BK-M68S-38,"Mountain-200 Silver, 38",Mountain-200,Bikes,Mountain Bikes,Silver,38,"M ",Current,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
354,BK-M68S-42,"Mountain-200 Silver, 42",Mountain-200,Bikes,Mountain Bikes,Silver,42,"M ",Outdate,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
355,BK-M68S-42,"Mountain-200 Silver, 42",Mountain-200,Bikes,Mountain Bikes,Silver,42,"M ",Current,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
356,BK-M68S-46,"Mountain-200 Silver, 46",Mountain-200,Bikes,Mountain Bikes,Silver,46,"M ",Outdate,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
357,BK-M68S-46,"Mountain-200 Silver, 46",Mountain-200,Bikes,Mountain Bikes,Silver,46,"M ",Current,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
358,BK-M68B-38,"Mountain-200 Black, 38",Mountain-200,Bikes,Mountain Bikes,Black,38,"M ",Outdate,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
359,BK-M68B-38,"Mountain-200 Black, 38",Mountain-200,Bikes,Mountain Bikes,Black,38,"M ",Current,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
360,BK-M68B-42,"Mountain-200 Black, 42",Mountain-200,Bikes,Mountain Bikes,Black,42,"M ",Outdate,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
361,BK-M68B-42,"Mountain-200 Black, 42",Mountain-200,Bikes,Mountain Bikes,Black,42,"M ",Current,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
362,BK-M68B-46,"Mountain-200 Black, 46",Mountain-200,Bikes,Mountain Bikes,Black,46,"M ",Outdate,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
363,BK-M68B-46,"Mountain-200 Black, 46",Mountain-200,Bikes,Mountain Bikes,Black,46,"M ",Current,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
364,BK-M47B-38,"Mountain-300 Black, 38",Mountain-300,Bikes,Mountain Bikes,Black,38,"M ",Outdate,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.
365,BK-M47B-40,"Mountain-300 Black, 40",Mountain-300,Bikes,Mountain Bikes,Black,40,"M ",Outdate,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.
366,BK-M47B-44,"Mountain-300 Black, 44",Mountain-300,Bikes,Mountain Bikes,Black,44,"M ",Outdate,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.
367,BK-M47B-48,"Mountain-300 Black, 48",Mountain-300,Bikes,Mountain Bikes,Black,48,"M ",Outdate,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.
368,BK-R89R-44,"Road-250 Red, 44",Road-250,Bikes,Road Bikes,Red,44,"R ",Outdate,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
369,BK-R89R-48,"Road-250 Red, 48",Road-250,Bikes,Road Bikes,Red,48,"R ",Outdate,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
370,BK-R89R-52,"Road-250 Red, 52",Road-250,Bikes,Road Bikes,Red,52,"R ",Outdate,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
371,BK-R89R-58,"Road-250 Red, 58",Road-250,Bikes,Road Bikes,Red,58,"R ",Outdate,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
372,BK-R89R-58,"Road-250 Red, 58",Road-250,Bikes,Road Bikes,Red,58,"R ",Current,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
373,BK-R89B-44,"Road-250 Black, 44",Road-250,Bikes,Road Bikes,Black,44,"R ",Outdate,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
374,BK-R89B-44,"Road-250 Black, 44",Road-250,Bikes,Road Bikes,Black,44,"R ",Current,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
375,BK-R89B-48,"Road-250 Black, 48",Road-250,Bikes,Road Bikes,Black,48,"R ",Outdate,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
376,BK-R89B-48,"Road-250 Black, 48",Road-250,Bikes,Road Bikes,Black,48,"R ",Current,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
377,BK-R89B-52,"Road-250 Black, 52",Road-250,Bikes,Road Bikes,Black,52,"R ",Outdate,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
378,BK-R89B-52,"Road-250 Black, 52",Road-250,Bikes,Road Bikes,Black,52,"R ",Current,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
379,BK-R89B-58,"Road-250 Black, 58",Road-250,Bikes,Road Bikes,Black,58,"R ",Outdate,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
380,BK-R89B-58,"Road-250 Black, 58",Road-250,Bikes,Road Bikes,Black,58,"R ",Current,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
381,BK-R64Y-38,"Road-550-W Yellow, 38",Road-550-W,Bikes,Road Bikes,Yellow,38,"R ",Outdate,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing."
382,BK-R64Y-38,"Road-550-W Yellow, 38",Road-550-W,Bikes,Road Bikes,Yellow,38,"R ",Current,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing."
383,BK-R64Y-40,"Road-550-W Yellow, 40",Road-550-W,Bikes,Road Bikes,Yellow,40,"R ",Outdate,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing."
384,BK-R64Y-40,"Road-550-W Yellow, 40",Road-550-W,Bikes,Road Bikes,Yellow,40,"R ",Current,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing."
385,BK-R64Y-42,"Road-550-W Yellow, 42",Road-550-W,Bikes,Road Bikes,Yellow,42,"R ",Outdate,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing."
386,BK-R64Y-42,"Road-550-W Yellow, 42",Road-550-W,Bikes,Road Bikes,Yellow,42,"R ",Current,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing."
387,BK-R64Y-44,"Road-550-W Yellow, 44",Road-550-W,Bikes,Road Bikes,Yellow,44,"R ",Outdate,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing."
388,BK-R64Y-44,"Road-550-W Yellow, 44",Road-550-W,Bikes,Road Bikes,Yellow,44,"R ",Current,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing."
389,BK-R64Y-48,"Road-550-W Yellow, 48",Road-550-W,Bikes,Road Bikes,Yellow,48,"R ",Outdate,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing."
390,BK-R64Y-48,"Road-550-W Yellow, 48",Road-550-W,Bikes,Road Bikes,Yellow,48,"R ",Current,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing."
391,FK-1639,LL Fork,LL Fork,Components,Forks,NA,NULL,NULL,Outdate,Stout design absorbs shock and offers more precise steering.
392,FK-5136,ML Fork,ML Fork,Components,Forks,NA,NULL,NULL,Outdate,Composite road fork with an aluminum steerer tube.
393,FK-9939,HL Fork,HL Fork,Components,Forks,NA,NULL,NULL,Outdate,High-performance carbon road fork with curved legs.
394,HS-0296,LL Headset,LL Headset,Components,Headsets,NA,NULL,NULL,Outdate,Threadless headset provides quality at an economical price.
395,HS-2451,ML Headset,ML Headset,Components,Headsets,NA,NULL,NULL,Outdate,Sealed cartridge keeps dirt out.
396,HS-3479,HL Headset,HL Headset,Components,Headsets,NA,NULL,NULL,Outdate,"High-quality 1"" threadless headset with a grease port for quick lubrication."
397,HB-M243,LL Mountain Handlebars,LL Mountain Handlebars,Components,Handlebars,NA,NULL,"M ",Outdate,All-purpose bar for on or off-road.
398,HB-M243,LL Mountain Handlebars,LL Mountain Handlebars,Components,Handlebars,NA,NULL,"M ",Current,All-purpose bar for on or off-road.
399,HB-M763,ML Mountain Handlebars,ML Mountain Handlebars,Components,Handlebars,NA,NULL,"M ",Outdate,Tough aluminum alloy bars for downhill.
400,HB-M763,ML Mountain Handlebars,ML Mountain Handlebars,Components,Handlebars,NA,NULL,"M ",Current,Tough aluminum alloy bars for downhill.
401,HB-M918,HL Mountain Handlebars,HL Mountain Handlebars,Components,Handlebars,NA,NULL,"M ",Outdate,Flat bar strong enough for the pro circuit.
402,HB-M918,HL Mountain Handlebars,HL Mountain Handlebars,Components,Handlebars,NA,NULL,"M ",Current,Flat bar strong enough for the pro circuit.
403,HB-R504,LL Road Handlebars,LL Road Handlebars,Components,Handlebars,NA,NULL,"R ",Outdate,Unique shape provides easier reach to the levers.
404,HB-R504,LL Road Handlebars,LL Road Handlebars,Components,Handlebars,NA,NULL,"R ",Current,Unique shape provides easier reach to the levers.
405,HB-R720,ML Road Handlebars,ML Road Handlebars,Components,Handlebars,NA,NULL,"R ",Outdate,Anatomically shaped aluminum tube bar will suit all riders.
406,HB-R720,ML Road Handlebars,ML Road Handlebars,Components,Handlebars,NA,NULL,"R ",Current,Anatomically shaped aluminum tube bar will suit all riders.
407,HB-R956,HL Road Handlebars,HL Road Handlebars,Components,Handlebars,NA,NULL,"R ",Outdate,Designed for racers; high-end anatomically shaped bar from aluminum alloy.
408,HB-R956,HL Road Handlebars,HL Road Handlebars,Components,Handlebars,NA,NULL,"R ",Current,Designed for racers; high-end anatomically shaped bar from aluminum alloy.
409,FR-M63B-38,"ML Mountain Frame - Black, 38",ML Mountain Frame-W,Components,Mountain Frames,Black,38,"M ",Outdate,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.
410,FW-M423,LL Mountain Front Wheel,LL Mountain Front Wheel,Components,Wheels,Black,NULL,"M ",Outdate,Replacement mountain wheel for entry-level rider.
411,FW-M762,ML Mountain Front Wheel,ML Mountain Front Wheel,Components,Wheels,Black,NULL,"M ",Outdate,Replacement mountain wheel for the casual to serious rider.
412,FW-M928,HL Mountain Front Wheel,HL Mountain Front Wheel,Components,Wheels,Black,NULL,"M ",Outdate,High-performance mountain replacement wheel.
413,FW-R623,LL Road Front Wheel,LL Road Front Wheel,Components,Wheels,Black,NULL,"R ",Outdate,Replacement road front wheel for entry-level cyclist.
414,FW-R762,ML Road Front Wheel,ML Road Front Wheel,Components,Wheels,Black,NULL,"R ",Outdate,Sturdy alloy features a quick-release hub.
415,FW-R820,HL Road Front Wheel,HL Road Front Wheel,Components,Wheels,Black,NULL,"R ",Outdate,Strong wheel with double-walled rim.
416,FW-T905,Touring Front Wheel,Touring Front Wheel,Components,Wheels,Black,NULL,"T ",Outdate,Aerodynamic rims for smooth riding.
417,FR-R72Y-38,"ML Road Frame-W - Yellow, 38",ML Road Frame-W,Components,Road Frames,Yellow,38,"R ",Outdate,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version."
418,FR-R72Y-38,"ML Road Frame-W - Yellow, 38",ML Road Frame-W,Components,Road Frames,Yellow,38,"R ",Current,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version."
419,RW-M423,LL Mountain Rear Wheel,LL Mountain Rear Wheel,Components,Wheels,Black,NULL,"M ",Outdate,Replacement mountain wheel for entry-level rider.
420,RW-M762,ML Mountain Rear Wheel,ML Mountain Rear Wheel,Components,Wheels,Black,NULL,"M ",Outdate,Replacement mountain wheel for the casual to serious rider.
421,RW-M928,HL Mountain Rear Wheel,HL Mountain Rear Wheel,Components,Wheels,Black,NULL,"M ",Outdate,High-performance mountain replacement wheel.
422,RW-R623,LL Road Rear Wheel,LL Road Rear Wheel,Components,Wheels,Black,NULL,"R ",Outdate,Replacement road rear wheel for entry-level cyclist.
423,RW-R762,ML Road Rear Wheel,ML Road Rear Wheel,Components,Wheels,Black,NULL,"R ",Outdate,Aluminum alloy rim with stainless steel spokes; built for speed.
424,RW-R820,HL Road Rear Wheel,HL Road Rear Wheel,Components,Wheels,Black,NULL,"R ",Outdate,Strong rear wheel with double-walled rim.
425,RW-T905,Touring Rear Wheel,Touring Rear Wheel,Components,Wheels,Black,NULL,"T ",Outdate,Excellent aerodynamic rims guarantee a smooth ride.
426,FR-M63B-40,"ML Mountain Frame - Black, 40",ML Mountain Frame,Components,Mountain Frames,Black,40,"M ",Outdate,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.
427,FR-M63B-44,"ML Mountain Frame - Black, 44",ML Mountain Frame,Components,Mountain Frames,Black,44,"M ",Outdate,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.
428,FR-M63B-48,"ML Mountain Frame - Black, 48",ML Mountain Frame,Components,Mountain Frames,Black,48,"M ",Outdate,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.
429,FR-R72Y-40,"ML Road Frame-W - Yellow, 40",ML Road Frame-W,Components,Road Frames,Yellow,40,"R ",Outdate,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version."
430,FR-R72Y-40,"ML Road Frame-W - Yellow, 40",ML Road Frame-W,Components,Road Frames,Yellow,40,"R ",Current,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version."
431,FR-R72Y-42,"ML Road Frame-W - Yellow, 42",ML Road Frame-W,Components,Road Frames,Yellow,42,"R ",Outdate,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version."
432,FR-R72Y-42,"ML Road Frame-W - Yellow, 42",ML Road Frame-W,Components,Road Frames,Yellow,42,"R ",Current,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version."
433,FR-R72Y-44,"ML Road Frame-W - Yellow, 44",ML Road Frame-W,Components,Road Frames,Yellow,44,"R ",Outdate,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version."
434,FR-R72Y-44,"ML Road Frame-W - Yellow, 44",ML Road Frame-W,Components,Road Frames,Yellow,44,"R ",Current,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version."
435,FR-R72Y-48,"ML Road Frame-W - Yellow, 48",ML Road Frame-W,Components,Road Frames,Yellow,48,"R ",Outdate,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version."
436,FR-R72Y-48,"ML Road Frame-W - Yellow, 48",ML Road Frame-W,Components,Road Frames,Yellow,48,"R ",Current,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version."
437,FR-R92B-62,"HL Road Frame - Black, 62",HL Road Frame,Components,Road Frames,Black,62,"R ",Outdate,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.
438,FR-R92B-62,"HL Road Frame - Black, 62",HL Road Frame,Components,Road Frames,Black,62,"R ",Current,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.
439,FR-R92B-44,"HL Road Frame - Black, 44",HL Road Frame,Components,Road Frames,Black,44,"R ",Outdate,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.
440,FR-R92B-44,"HL Road Frame - Black, 44",HL Road Frame,Components,Road Frames,Black,44,"R ",Current,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.
441,FR-R92B-48,"HL Road Frame - Black, 48",HL Road Frame,Components,Road Frames,Black,48,"R ",Outdate,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.
442,FR-R92B-48,"HL Road Frame - Black, 48",HL Road Frame,Components,Road Frames,Black,48,"R ",Current,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.
443,FR-R92B-52,"HL Road Frame - Black, 52",HL Road Frame,Components,Road Frames,Black,52,"R ",Outdate,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.
444,FR-R92B-52,"HL Road Frame - Black, 52",HL Road Frame,Components,Road Frames,Black,52,"R ",Current,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.
445,SH-M897-S,"Men's Sports Shorts, S",Men's Sports Shorts,Clothing,Shorts,Black,S,"S ",Outdate,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.
446,PA-T100,"Touring-Panniers, Large",Touring-Panniers,Accessories,Panniers,Grey,NULL,"T ",Outdate,"Durable, water-proof nylon construction with easy access. Large enough for weekend trips."
447,LO-C100,Cable Lock,Cable Lock,Accessories,Locks,NA,NULL,"S ",Outdate,"Wraps to fit front and rear tires, carrier and 2 keys included."
448,PU-0452,Minipump,Minipump,Accessories,Pumps,NA,NULL,"S ",Outdate,Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.
449,PU-M044,Mountain Pump,Mountain Pump,Accessories,Pumps,NA,NULL,"M ",Outdate,Simple and light-weight. Emergency patches stored in handle.
450,LT-T990,Taillights - Battery-Powered,Taillight,Accessories,Lights,NA,NULL,"R ",Outdate,Affordable light for safe night riding - uses 3 AAA batteries
451,LT-H902,Headlights - Dual-Beam,Headlights - Dual-Beam,Accessories,Lights,NA,NULL,"R ",Outdate,Rechargeable dual-beam headlight.
452,LT-H903,Headlights - Weatherproof,Headlights - Weatherproof,Accessories,Lights,NA,NULL,"R ",Outdate,Rugged weatherproof headlight.
453,SH-M897-M,"Men's Sports Shorts, M",Men's Sports Shorts,Clothing,Shorts,Black,M,"S ",Outdate,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.
454,SH-M897-L,"Men's Sports Shorts, L",Men's Sports Shorts,Clothing,Shorts,Black,L,"S ",Outdate,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.
455,SH-M897-X,"Men's Sports Shorts, XL",Men's Sports Shorts,Clothing,Shorts,Black,XL,"S ",Outdate,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.
456,TG-W091-S,"Women's Tights, S",Women's Tights,Clothing,Tights,Black,S,"S ",Outdate,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.
457,TG-W091-M,"Women's Tights, M",Women's Tights,Clothing,Tights,Black,M,"S ",Outdate,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.
458,TG-W091-L,"Women's Tights, L",Women's Tights,Clothing,Tights,Black,L,"S ",Outdate,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.
459,SB-M891-S,"Men's Bib-Shorts, S",Men's Bib-Shorts,Clothing,Bib-Shorts,Multi,S,"S ",Outdate,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers."
460,SB-M891-M,"Men's Bib-Shorts, M",Men's Bib-Shorts,Clothing,Bib-Shorts,Multi,M,"S ",Outdate,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers."
461,SB-M891-L,"Men's Bib-Shorts, L",Men's Bib-Shorts,Clothing,Bib-Shorts,Multi,L,"S ",Outdate,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers."
462,GL-H102-S,"Half-Finger Gloves, S",Half-Finger Gloves,Clothing,Gloves,Black,S,"S ",Outdate,"Full padding, improved finger flex, durable palm, adjustable closure."
463,GL-H102-S,"Half-Finger Gloves, S",Half-Finger Gloves,Clothing,Gloves,Black,S,"S ",Current,"Full padding, improved finger flex, durable palm, adjustable closure."
464,GL-H102-M,"Half-Finger Gloves, M",Half-Finger Gloves,Clothing,Gloves,Black,M,"S ",Outdate,"Full padding, improved finger flex, durable palm, adjustable closure."
465,GL-H102-M,"Half-Finger Gloves, M",Half-Finger Gloves,Clothing,Gloves,Black,M,"S ",Current,"Full padding, improved finger flex, durable palm, adjustable closure."
466,GL-H102-L,"Half-Finger Gloves, L",Half-Finger Gloves,Clothing,Gloves,Black,L,"S ",Outdate,"Full padding, improved finger flex, durable palm, adjustable closure."
467,GL-H102-L,"Half-Finger Gloves, L",Half-Finger Gloves,Clothing,Gloves,Black,L,"S ",Current,"Full padding, improved finger flex, durable palm, adjustable closure."
468,GL-F110-S,"Full-Finger Gloves, S",Full-Finger Gloves,Clothing,Gloves,Black,S,"M ",Outdate,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders."
469,GL-F110-M,"Full-Finger Gloves, M",Full-Finger Gloves,Clothing,Gloves,Black,M,"M ",Outdate,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders."
470,GL-F110-L,"Full-Finger Gloves, L",Full-Finger Gloves,Clothing,Gloves,Black,L,"M ",Outdate,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders."
471,VE-C304-S,"Classic Vest, S",Classic Vest,Clothing,Vests,Blue,S,"S ",Current,"Light-weight, wind-resistant, packs to fit into a pocket."
472,VE-C304-M,"Classic Vest, M",Classic Vest,Clothing,Vests,Blue,M,"S ",Current,"Light-weight, wind-resistant, packs to fit into a pocket."
473,VE-C304-L,"Classic Vest, L",Classic Vest,Clothing,Vests,Blue,L,"S ",Current,"Light-weight, wind-resistant, packs to fit into a pocket."
474,SH-W890-S,"Women's Mountain Shorts, S",Women's Mountain Shorts,Clothing,Shorts,Black,S,"M ",Current,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort."
475,SH-W890-M,"Women's Mountain Shorts, M",Women's Mountain Shorts,Clothing,Shorts,Black,M,"M ",Current,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort."
476,SH-W890-L,"Women's Mountain Shorts, L",Women's Mountain Shorts,Clothing,Shorts,Black,L,"M ",Current,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort."
477,WB-H098,Water Bottle - 30 oz.,Water Bottle,Accessories,Bottles and Cages,NA,NULL,"S ",Current,AWC logo water bottle - holds 30 oz; leak-proof.
478,BC-M005,Mountain Bottle Cage,Mountain Bottle Cage,Accessories,Bottles and Cages,NA,NULL,"M ",Current,Tough aluminum cage holds bottle securly on tough terrain.
479,BC-R205,Road Bottle Cage,Road Bottle Cage,Accessories,Bottles and Cages,NA,NULL,"R ",Current,Aluminum cage is lighter than our mountain version; perfect for long distance trips.
480,PK-7098,Patch Kit/8 Patches,Patch kit,Accessories,Tires and Tubes,NA,NULL,"S ",Current,"Includes 8 different size patches, glue and sandpaper."
481,SO-R809-M,"Racing Socks, M",Racing Socks,Clothing,Socks,White,M,"R ",Current,"Thin, lightweight and durable with cuffs that stay up."
482,SO-R809-L,"Racing Socks, L",Racing Socks,Clothing,Socks,White,L,"R ",Current,"Thin, lightweight and durable with cuffs that stay up."
